0,1.241726527345737e-08,-1.282454050288606e-12,-7.171000064325106e-06
1,9.889162269163144e-09,-1.092484605727993e-12,-5.504094878973169e-06
2,7.356371521406841e-09,-9.004735186981261e-13,-3.836835121076695e-06
3,4.810471948124623e-09,-7.026399320050198e-13,-2.168594066242196e-06
4,2.240265303219854e-09,-4.937694517304684e-13,-4.985552764546859e-07
5,-3.672627000481962e-10,-2.675290945413464e-13,1.174204913174219e-06
6,-3.025972089313843e-09,-1.679980552368386e-14,2.850634818768629e-06
7,-5.749584243863064e-09,2.65963371469406e-13,4.531624697490157e-06
8,-8.550678183487576e-09,5.883321375558496e-13,6.217923855889288e-06
9,-1.14396623553646e-08,9.574547852220163e-13,7.910057532787454e-06
10,-1.442371717015386e-08,1.379542993375201e-12,9.608243519639861e-06
11,-1.750570435793323e-08,1.859284191105343e-12,1.131230849240839e-05
12,-2.068304043323814e-08,2.399169601281365e-12,1.30216040441764e-05
13,-2.394653318884861e-08,2.998730501683994e-12,1.473492242707474e-05
14,-2.727918219363776e-08,3.653678737695731e-12,1.645041203557995e-05
15,-3.065494676470665e-08,4.354952232744767e-12,1.816549269090254e-05
16,-3.403748783177645e-08,5.087672323163475e-12,1.987677081801781e-05
17,-3.73788935246717e-08,5.830027344115165e-12,2.157995464291808e-05
18,-4.061840220255185e-08,6.552106153138756e-12,2.326976957788163e-05
19,-4.368114101249547e-08,7.214716315067242e-12,2.493987400696755e-05
20,-4.647690291606001e-08,7.768234566290075e-12,2.658277573253965e-05
21,-4.889899044968223e-08,8.151551951971252e-12,2.818974939638378e-05
22,-5.082316027371527e-08,8.29119263551546e-12,2.975075524587069e-05
23,-5.210670879033664e-08,8.100703664576752e-12,3.125435967659569e-05
24,-5.258774573444678e-08,7.480432665744873e-12,3.268765804791164e-05
25,-5.208470961076075e-08,6.317831099365871e-12,3.403620033669505e-05
26,-5.039618609361396e-08,4.48844171918121e-12,3.528392026741863e-05
27,-4.730109793224756e-08,1.85774941192093e-12,3.64130686330185e-05
28,-4.255934239914288e-08,-1.71590644957881e-12,3.740415160095643e-05
29,-3.591295974209037e-08,-6.377143994230763e-12,3.823587488209308e-05
30,-2.708792328313745e-08,-1.226784966049846e-11,3.888509472625339e-05
31,-1.579664854891294e-08,-1.951975759483289e-11,3.932677679738443e-05
32,-1.741324882382974e-09,-2.824507176023132e-11,3.953396407265949e-05
33,1.538182189559237e-08,-3.852492103666069e-11,3.947775500335667e-05
34,3.58772233459642e-08,-5.039546868677031e-11,3.912729327041389e-05
35,6.004350411218294e-08,-6.383154703125835e-11,3.84497705637053e-05
36,8.816574453341971e-08,-7.872775976266678e-11,3.741044391074111e-05
37,1.205063574340879e-07,-9.487709196406866e-11,3.597266917700948e-05
38,1.572944714666497e-07,-1.119471956215708e-10,3.409795245583655e-05
39,1.987137219420986e-07,-1.294546801944385e-10,3.174602115964947e-05
40,2.448883626478786e-07,-1.467379373345685e-10,2.887491671598387e-05
41,2.958676293275788e-07,-1.629292693038554e-10,2.544111085952897e-05
42,3.51608307914327e-07,-1.769273743573729e-10,2.139964759486669e-05
43,4.119554889305112e-07,-1.873715704506662e-10,1.670431298217327e-05
44,4.766215243679036e-07,-1.926195105226034e-10,1.130783496874936e-05
45,5.451632455293502e-07,-1.907305555337355e-10,5.162115551441577e-06
46,6.169575504243702e-07,-1.794574198454611e-10,-1.781502392661018e-06
47,6.911755280229181e-07,-1.56249178400462e-10,-9.571931229033935e-06
48,7.667553545996213e-07,-1.182692133404205e-10,-1.825799523615897e-05
49,8.423742750975052e-07,-6.243216108522478e-11,-2.788804540511319e-05
50,9.164200703689638e-07,1.453562428463696e-11,-3.850952995417025e-05
51,9.869625096580545e-07,1.160071795023197e-10,-5.01685181676852e-05
52,1.051725396966184e-06,2.453324008634323e-10,-6.290917521316676e-05
53,1.108059939998384e-06,4.056765034390552e-10,-7.677318565862879e-05
54,1.152920300995571e-06,5.998141377817383e-10,-9.179912350645541e-05
55,1.182842329420045e-06,8.298741251622645e-10,-0.0001080217666826746
56,1.193926626353387e-06,1.097030394146234e-09,-0.0001254713540743375
57,1.181827248386546e-06,1.40113572946748e-09,-0.0001441727833953884
58,1.141747523096191e-06,1.740296464326352e-09,-0.0001641447483858677
